GCA_000007865.1,PRJNA91,SAMN02604086,Mycobacterium avium subsp. paratuberculosis K-10,Actinobacteria,Isolate,K-10,Complete,2001-12-27T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/865/GCA_000007865.1_ASM786v1
GCA_000011365.1,PRJNA17,SAMD00061083,Bradyrhizobium diazoefficiens USDA 110,Alphaproteobacteria,Isolate,USDA110,Complete,2002-12-27T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/011/365/GCA_000011365.1_ASM1136v1
GCA_000013645.1,PRJNA254,SAMN02598451,Paraburkholderia xenovorans LB400,Betaproteobacteria,Isolate,LB400,Complete,2006-04-10T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/645/GCA_000013645.1_ASM1364v1
GCA_000014085.1,PRJNA13919,SAMN02598326,Burkholderia cenocepacia AU 1054,Betaproteobacteria,Isolate,AU 1054,Complete,2006-06-01T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/085/GCA_000014085.1_ASM1408v1
GCA_000014985.1,PRJNA88,SAMN02603981,Mycobacterium avium 104,Actinobacteria,Isolate,104,Complete,2006-11-20T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/985/GCA_000014985.1_ASM1498v1
GCA_000015165.1,PRJNA16137,SAMN02598359,Bradyrhizobium sp. BTAi1,Alphaproteobacteria,Isolate,BTAi1,Complete,2007-05-11T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/165/GCA_000015165.1_ASM1516v1
GCA_000019505.1,PRJNA17929,SAMN02598404,Burkholderia cenocepacia MC0-3,Betaproteobacteria,Isolate,MC0-3,Complete,2008-03-13T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/019/505/GCA_000019505.1_ASM1950v1
GCA_000023345.1,PRJNA30453,SAMN02598472,Variovorax paradoxus S110,Betaproteobacteria,Isolate,S110,Complete,2009-06-11T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/345/GCA_000023345.1_ASM2334v1
GCA_000026145.1,PRJNA19575,SAMEA3138227,Bradyrhizobium sp. ORS 278,Alphaproteobacteria,Isolate,ORS278,Complete,2007-05-01T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/026/145/GCA_000026145.1_ASM2614v1
GCA_000147835.3,PRJNA50015,SAMN00016829,Sphingobium chlorophenolicum L-1,Alphaproteobacteria,Isolate,L-1,Complete,2011-05-26T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/147/835/GCA_000147835.3_ASM14783v3
GCA_000193595.3,PRJNA46277,SAMN02470863,Bordetella pertussis B1917,Betaproteobacteria,Isolate,B1917,Complete,2014-11-13T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/193/595/GCA_000193595.3_ASM19359v3
GCA_000193615.3,PRJNA46279,SAMN02470864,Bordetella pertussis B1920,Betaproteobacteria,Isolate,B1920,Complete,2014-11-13T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/193/615/GCA_000193615.3_ASM19361v3
GCA_000195715.1,PRJNA26,SAMEA1705933,Bordetella pertussis Tohama I,Betaproteobacteria,Isolate,Tohama I,Complete,2001-11-06T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/195/715/GCA_000195715.1_ASM19571v1
GCA_000203875.1,PRJNA10646,SAMN02598255,Cupriavidus pinatubonensis JMP134,Betaproteobacteria,Isolate,JMP134,Complete,2005-08-10T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/203/875/GCA_000203875.1_ASM20387v1
GCA_000203955.1,PRJNA13918,SAMN00113327,Burkholderia cenocepacia HI2424,Betaproteobacteria,Isolate,HI2424,Complete,2006-10-25T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/203/955/GCA_000203955.1_ASM20395v1
GCA_000212975.1,PRJNA66287,SAMN02603647,Bordetella pertussis CS,Betaproteobacteria,Isolate,CS,Complete,2011-05-10T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/212/975/GCA_000212975.1_ASM21297v1
GCA_000219915.3,PRJNA67337,SAMN01940915,Advenella kashmirensis WT001,Betaproteobacteria,Isolate,WT001,Complete,2012-05-25T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/219/915/GCA_000219915.3_ASM21991v3
GCA_000263795.2,PRJNA84413,SAMN02471431,Hydrogenophaga sp. PBC,Betaproteobacteria,Isolate,PBC,Complete,2016-09-28T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/263/795/GCA_000263795.2_Hint_PBC
GCA_000283515.1,PRJNA67115,SAMD00061118,Sphingobium sp. SYK-6,Alphaproteobacteria,Isolate,SYK-6,Complete,2011-08-31T23:07:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/283/515/GCA_000283515.1_ASM28351v1
GCA_000284275.1,PRJDA72425,SAMD00060998,Bradyrhizobium sp. S23321,Alphaproteobacteria,Isolate,S23321,Complete,2012-03-28T23:04:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/284/275/GCA_000284275.1_ASM28427v1
GCA_000284375.1,PRJDA67463,SAMD00060992,Bradyrhizobium japonicum USDA 6,Alphaproteobacteria,Isolate,USDA 6,Complete,2011-10-31T23:11:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/284/375/GCA_000284375.1_ASM28437v1
GCA_000296215.2,PRJNA172908,SAMN02469422,Bradyrhizobium sp. CCGE-LA001,Alphaproteobacteria,Isolate,CCGE-LA001,Complete,2016-01-25T00:00:00Z,Reference,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/296/215/GCA_000296215.2_ASM29621v2
